2330,B,20170106,120000000000,184.5,1
2330,B,20170110,100000000000,184.5,1
2330,B,20170112,100000000000,185.0,1
2330,B,20170118,140000000000,181.0,1
2330,B,20170119,140000000000,180.5,1
2330,B,20170203,140000000000,184.5,1
2330,B,20170206,140000000000,184.5,1
2330,B,20170210,100000000000,185.0,1
2330,B,20170215,120000000000,188.5,1
2330,B,20170217,100000000000,189.5,1
2330,B,20170217,140000000000,189.5,1
2330,B,20170220,120000000000,190.0,1
2330,B,20170221,130000000000,189.0,1
2330,B,20170223,100000000000,189.0,1
2330,B,20170302,110000000000,186.0,1
2330,B,20170307,100000000000,184.5,1
2330,B,20170315,130000000000,186.5,1
2330,B,20170320,130000000000,191.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,S,20170628,110000000000,208.0,1
2330,B,20170628,130000000000,209.0,1
2330,B,20170630,140000000000,208.5,1
2330,B,20170703,140000000000,209.0,1
2330,B,20170706,140000000000,207.5,1
2330,B,20170711,100000000000,210.0,1
2330,B,20170714,130000000000,214.5,1
2330,B,20170720,140000000000,215.5,1
2330,B,20170724,140000000000,214.5,1
2330,B,20170726,140000000000,213.0,1
2330,B,20170802,100000000000,215.5,1
2330,B,20170808,130000000000,217.5,1
2330,B,20170809,140000000000,214.5,1
2330,B,20170810,140000000000,214.0,1
2330,B,20170818,140000000000,212.5,1
2330,B,20170822,100000000000,214.0,1
2330,B,20170824,100000000000,216.5,1
2330,B,20170828,140000000000,216.0,1
2330,B,20170829,140000000000,216.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,S,20171130,100000000000,230.0,1
2330,B,20171205,140000000000,229.5,1
2330,B,20171206,140000000000,227.0,1
2330,B,20171207,140000000000,226.5,1
2330,B,20171208,140000000000,227.0,1
2330,B,20171212,140000000000,227.5,1
2330,B,20171213,130000000000,227.0,1
2330,B,20171215,140000000000,230.0,1
2330,B,20171218,140000000000,227.0,1
2330,B,20171219,140000000000,225.0,1
2330,B,20171220,140000000000,224.5,1
2330,B,20171228,100000000000,228.0,1
2330,B,20180102,140000000000,232.5,1
2330,B,20180109,140000000000,242.0,1
2330,B,20180111,100000000000,234.0,1
2330,B,20180115,140000000000,240.0,1
2330,B,20180116,130000000000,239.5,1
2330,B,20180117,110000000000,241.5,1
2330,B,20180122,140000000000,261.5,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
