2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,S,20180126,110000000000,254.0,1
2330,B,20180126,130000000000,256.0,1
2330,B,20180129,140000000000,258.5,1
2330,B,20180131,100000000000,254.0,1
2330,B,20180202,130000000000,259.5,1
2330,B,20180205,140000000000,253.0,1
2330,S,20180206,100000000000,237.5,1
2330,S,20180206,100000000000,237.5,1
2330,S,20180206,100000000000,237.5,1
2330,S,20180206,100000000000,237.5,1
2330,S,20180206,100000000000,237.5,1
2330,B,20180223,110000000000,245.0,1
2330,B,20180302,100000000000,240.0,1
2330,S,20180302,110000000000,239.0,1
2330,S,20180302,110000000000,239.0,1
2330,B,20180302,140000000000,240.0,1
2330,B,20180309,120000000000,250.5,1
2330,B,20180312,100000000000,253.5,1
2330,B,20180315,100000000000,256.0,1
2330,B,20180316,140000000000,255.0,1
2330,B,20180321,130000000000,252.5,1
2330,B,20180322,140000000000,251.5,1
2330,S,20180323,100000000000,246.5,1
2330,S,20180323,100000000000,246.5,1
2330,S,20180323,100000000000,246.5,1
2330,S,20180323,100000000000,246.5,1
2330,S,20180323,100000000000,246.5,1
2330,S,20180323,100000000000,246.5,1
2330,S,20180323,100000000000,246.5,1
2330,B,20180402,140000000000,246.5,1
2330,B,20180403,130000000000,244.0,1
2330,B,20180410,110000000000,247.5,1
2330,B,20180412,140000000000,245.0,1
2330,S,20180417,130000000000,237.5,1
2330,S,20180417,130000000000,237.5,1
2330,S,20180417,130000000000,237.5,1
2330,S,20180417,130000000000,237.5,1
2330,B,20180419,100000000000,243.0,1
2330,S,20180420,100000000000,229.5,1
2330,B,20180426,130000000000,222.5,1
2330,B,20180509,130000000000,230.5,1
2330,B,20180511,110000000000,232.5,1
2330,B,20180515,130000000000,231.0,1
2330,B,20180516,130000000000,229.5,1
2330,S,20180518,140000000000,223.5,1
2330,S,20180518,140000000000,223.5,1
2330,S,20180518,140000000000,223.5,1
2330,S,20180518,140000000000,223.5,1
2330,S,20180518,140000000000,223.5,1
2330,B,20180528,140000000000,227.0,1
2330,B,20180529,140000000000,225.0,1
2330,B,20180531,140000000000,224.0,1
2330,B,20180604,100000000000,229.0,1
2330,B,20180606,120000000000,230.0,1
2330,B,20180607,140000000000,230.0,1
2330,B,20180608,140000000000,227.0,1
2330,B,20180611,130000000000,226.5,1
2330,B,20180619,140000000000,225.0,1
2330,S,20180625,100000000000,219.0,1
2330,S,20180625,100000000000,219.0,1
2330,S,20180625,100000000000,219.0,1
2330,S,20180625,100000000000,219.0,1
2330,S,20180625,100000000000,219.0,1
2330,S,20180625,100000000000,219.0,1
2330,S,20180625,100000000000,219.0,1
2330,S,20180625,100000000000,219.0,1
2330,S,20180625,100000000000,219.0,1
2330,B,20180705,140000000000,214.5,1
2330,B,20180711,130000000000,219.5,1
2330,B,20180718,100000000000,222.5,1
2330,B,20180730,140000000000,245.5,1
2330,B,20180731,130000000000,245.5,1
2330,B,20180803,100000000000,247.5,1
2330,B,20180803,140000000000,247.0,1
2330,B,20180808,100000000000,246.0,1
2330,B,20180810,140000000000,245.0,1
2330,B,20180815,140000000000,241.5,1
2330,B,20180817,100000000000,240.0,1
2330,B,20180820,130000000000,238.5,1
2330,B,20180821,140000000000,241.0,1
2330,B,20180822,140000000000,242.0,1
2330,B,20180823,130000000000,244.5,1
2330,B,20180828,120000000000,249.5,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,S,20180831,110000000000,255.0,1
2330,B,20180831,140000000000,256.0,1
2330,B,20180907,120000000000,262.5,1
2330,B,20180911,140000000000,260.0,1
2330,B,20180912,140000000000,260.5,1
2330,S,20180913,120000000000,254.5,1
2330,S,20180913,120000000000,254.5,1
2330,S,20180913,120000000000,254.5,1
2330,S,20180913,120000000000,254.5,1
2330,B,20180919,100000000000,257.5,1
2330,B,20180925,130000000000,263.5,1
2330,B,20180926,140000000000,263.5,1
2330,B,20180928,140000000000,262.5,1
2330,B,20181002,140000000000,257.5,1
2330,S,20181004,140000000000,254.0,1
2330,S,20181004,140000000000,254.0,1
2330,S,20181004,140000000000,254.0,1
2330,S,20181004,140000000000,254.0,1
2330,S,20181004,140000000000,254.0,1
2330,B,20181005,140000000000,250.0,1
2330,B,20181008,130000000000,243.0,1
2330,S,20181011,100000000000,231.0,1
2330,S,20181011,100000000000,231.0,1
2330,B,20181011,140000000000,227.5,1
2330,B,20181016,100000000000,234.0,1
2330,S,20181023,130000000000,231.5,1
2330,S,20181023,130000000000,231.5,1
2330,B,20181107,100000000000,234.0,1
2330,B,20181112,100000000000,233.5,1
2330,S,20181113,100000000000,226.0,1
2330,S,20181113,100000000000,226.0,1
2330,B,20181116,140000000000,226.0,1
2330,B,20181119,140000000000,222.0,1
2330,B,20181121,100000000000,216.5,1
2330,B,20181123,130000000000,219.5,1
2330,B,20181204,130000000000,234.5,1
2330,B,20181205,140000000000,226.0,1
2330,S,20181206,100000000000,221.0,1
2330,S,20181206,100000000000,221.0,1
2330,S,20181206,100000000000,221.0,1
2330,S,20181206,100000000000,221.0,1
2330,S,20181206,100000000000,221.0,1
2330,S,20181206,100000000000,221.0,1
2330,B,20181206,140000000000,220.0,1
2330,B,20181211,100000000000,221.5,1
2330,B,20181213,100000000000,227.0,1
2330,B,20181218,140000000000,222.5,1
2330,B,20181222,140000000000,221.5,1
2330,B,20181224,140000000000,220.0,1
2330,S,20181225,100000000000,216.5,1
2330,S,20181225,100000000000,216.5,1
2330,S,20181225,100000000000,216.5,1
2330,S,20181225,100000000000,216.5,1
2330,S,20181225,100000000000,216.5,1
2330,S,20181225,100000000000,216.5,1
2330,B,20181225,120000000000,218.0,1
2330,B,20181227,100000000000,222.0,1
2330,S,20181228,140000000000,225.5,1
2330,S,20181228,140000000000,225.5,1
